Context,Question,Answer,Question_type,Domain,Annotator1_QuestionObjective,Annotator1_ContextRelevant,Annotator1_DomainAgree,Annotator1_QuestionTypeAgree,Annotator1_AnswerCorrect,Annotator1_AnswerComplete,Annotator1_QuestionCorrect,Annotator1_QuestionComplete,Annotator2_QuestionObjective,Annotator2_ContextRelevant,Annotator2_DomainAgree,Annotator2_QuestionTypeAgree,Annotator2_AnswerCorrect,Annotator2_AnswerComplete,Annotator2_QuestionCorrect,Annotator2_QuestionComplete
Алғашқы хайуанаттар бағы Ежелгі Египет пен Қытайда құрылған.,Алғашқы хайуанаттар бағы қай елде құрылған?,Ежелгі Египет пен Қытайда,Factoid,history,1,1,1,1,2,2,2,0,1,1,1,1,2,2,2,0.0
"«Хайуанаттар бағы» сөзі гректің «zoion» сөзінен шыққан, жануар дегенді білдіреді.",«Хайуанаттар бағы» сөзі қай тілден алынған?,грек тілінен ,Factoid,history,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
" Жер бетінде бір миллионнан астам жануарлардың белгілі түрлері бар және ғалымдардың бағалауы бойынша, әлі ашылмаған миллиондаған жануарлар болуы мүмкін.","Ғалымдардың бағалауы бойынша, әлі ашылмаған жануарлардың қанша түрі болуы мүмкін?",миллиондаған ,Factoid,bio,0,1,1,1,2,2,2,2,0,1,1,1,2,2,2,2.0
"Көк кит - әлемдегі ең үлкен жануар, салмағы 200 тоннаға жетеді.",Салмағы 200 тоннаға жететін әлемдегі ең үлкен жануар?,Көк кит,Factoid,bio,1,1,1,1,2,2,1,2,1,1,1,1,2,2,1,2.0
Дүние жүзіндегі ең кішкентай сүтқоректі - салмағы бір тиыннан аспайтын жарғанат,Дүние жүзіндегі ең кішкентай сүтқоректі қандай? ,жарғанат,Factoid,bio,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
"Кейбір жануарлар, мысалы, қолтырауындар, 100 жылдан астам өмір сүре алады.",Қандай жануар 100 жылдан астам өмір сүре алады?,қолтырауындар,Factoid,bio,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
"Құрлықтағы ең жылдам жануар - гепард, ол сағатына 70 мильге дейін жүгіре алады.",Құрлықтағы ең жылдам жануар қандай?,гепард,Factoid,bio,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Әлемдегі ең ұзын жылан - ұзындығы 30 футқа дейін жететін торлы питон.,Әлемдегі ең ұзын жылан қалай аталады?,торлы питон,Factoid,bio,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
"Архимед б.з. дейінгі 287 жылы Сицилияның портты қаласы Сиракузда дүниеге келді.Ол математик, физик және астроном.",Архимед б.з. дейінгі қай жылы дүниеге келді?,287,Factoid,history,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Ғалымдар Ньютонды ұлы тұлғалардың бірі деп есептейді. Оның гравитация туралы ашылған жаңалықтары физиканың дамуына үлкен үлес қосты. ,Ньютонның қандай жаңалықтары физиканың дамуына өз үлесін қосты?,гравитация туралы ашылған жаңалықтары,Factoid,physics,1,1,1,1,0,2,2,2,1,1,1,1,0,2,2,2.0
Никола Тесла электр тогын жеткізу және тарату мүмкіндігін берген айнымалы токтын асинхронды қозғалтқышын жасап шығарды.,Никола Тесла не жасап шығарды?,электр тогын жеткізу және тарату мүмкіндігін берген айнымалы токтын асинхронды қозғалтқышын ,Factoid,physics,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Денелердің инерттілігінің өлшемі бола алатын физикалық шама масса деп аталады.,Денелердің инерттілігінің өлшемі бола алатын физикалық шама не деп аталады?,масса,Factoid,physics,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Іштен жану қозғалтқышының пайдалы әсер коэффициенті механикалық энергия үлесін білдіреді.,Іштен жану қозғалтқышының пайдалы әсер коэффициенті нені білдіреді?,механикалық энергия үлесін білдіреді,Factoid,physics,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Электролиз кезінде электродтарда бөлініпа шыққан зат массасын анықтайтын заң - Фарадей заңы деп аталды.,Электролиз кезінде электродтарда бөлініпа шыққан зат массасын анықтайтын қандай заң?,Фарадей заңы ,Factoid,physics,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
"Тербелмелі контур, катушка және конденсатордан тұрады.",Тербелмелі контур нелерден тұрады?,"контур, катушка және конденсатордан ",Factoid,physics,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
 Тербеліс жиілігі дыбыс биіктігін анықтайды.,Тербеліс жиілігі нені анықтайды?,дыбыс биіктігін ,Factoid,physics,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Вакуумда электр зарядын тасымалдаушылар тек қана электрондар.,Вакуумда электр зарядын не тасымалдайды?,электрондар,Factoid,physics,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Сұйықтықта электр зарядын тасымалдаушылар оң және теріс иондар.,Сұйықтықта электр зарядын не тасымалдайды?,оң және теріс иондар.,Factoid,physics,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
"Газдада электр тогын тасымалдаушылар электрон және оң,теріс иондар.",Газдада электр тогын нелер тасымалдайды?,"оң,теріс иондар",Factoid,physics,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Уақыттың өтуіне байланысты энергиясы азаятын тербелісті өшетін тербеліс деп атаймыз.,Өшетін тербеліс дегеніміз не?,Уақыттың өтуіне байланысты энергиясы азаятын тербеліс,Factoid,physics,1,1,1,0,2,2,2,2,1,1,1,0,2,2,2,2.0
Еркін тербелістер деп дене тепе-теңдік күйінен шығарылғаннан соң сыртқы күштің әрекетінсіз болатын тербелістерді айтады.,Еркін тербелістер деп нені айтамыз?,дене тепе-теңдік күйінен шығарылғаннан соң сыртқы күштің әрекетінсіз болатын тербелістер,Factoid,physics,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Тұрақты токты іске асырудың алғашқы көзі ретінде гальвани элементін қарастыруға болады. ,Тұрақты токты іске асырудың алғашқы көзі ретінде қай элементті қарастыруға болады?,гальвани ,Factoid,physics,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Жұмыс - күш әсерінің кеңістіктік сипаты болып келетін скаляр физикалық шама.,Жұмыс дегеніміз не?,күш әсерінің кеңістіктік сипаты болып келетін скаляр физикалық шама,Factoid,physics,1,1,1,0,2,2,2,2,1,1,1,0,2,2,2,2.0
